Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit Score,Has Credit Card,Is Active Member,Age,Total_Income,EMI,Loan_Income_Percentage,Predicted,Ethical_Audit_Flag
LP001639,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,1,793,0,0,44,3625.0,300.0,0.08275862068965517,1,Compliant
LP001398,Male,No,0,Graduate,,5050,0.0,118.0,360.0,1.0,Semiurban,1,594,0,1,21,5050.0,327.77777777777777,0.06490649064906491,1,Compliant
LP001030,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,1,675,0,1,35,2385.0,141.66666666666666,0.0593990216631726,1,Compliant
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0,535,0,1,45,6277.0,480.55555555555554,0.07655815764785018,1,Compliant
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,0,763,0,0,58,9481.0,863.8888888888889,0.09111790833128246,1,Compliant
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1,559,0,0,45,14880.0,266.6666666666667,0.01792114695340502,1,Compliant
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1,633,1,0,46,4763.0,355.55555555555554,0.07464949728229174,1,Compliant
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1,660,1,0,47,16120.0,722.2222222222222,0.044802867383512544,1,Compliant
LP001151,Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,1,344,1,0,53,6275.0,400.0,0.06374501992031872,1,Compliant
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,0,804,0,0,37,4566.0,277.77777777777777,0.06083613179539592,1,Compliant
LP001639,Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,1,776,1,0,45,3625.0,300.0,0.08275862068965517,1,Compliant
LP001955,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,0,696,1,0,49,7541.0,314.5833333333333,0.04171639481943155,1,Compliant
LP001222,Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,0,690,0,1,51,4166.0,322.22222222222223,0.0773457086467168,0,Compliant
LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,1,842,1,1,22,6816.0,244.44444444444446,0.035863328116849245,1,Compliant
LP002697,Male,No,0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban,0,404,1,1,61,6767.0,0.0,0.0,1,Compliant
LP001535,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,1,678,1,0,55,3254.0,138.88888888888889,0.04268251041453254,1,Compliant
LP002772,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1,302,0,1,55,4309.0,402.77777777777777,0.09347360821020603,1,Compliant
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,0,407,0,1,63,3875.0,186.11111111111111,0.04802867383512545,1,Compliant
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,0.0,Urban,1,382,0,1,38,4292.0,233.33333333333334,0.05436470953712333,1,Compliant
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0,754,0,1,18,5681.0,413.8888888888889,0.0728549355551644,0,Compliant
LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,1,359,1,0,52,4895.0,283.3333333333333,0.057882192713653385,1,Compliant
LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,1,589,1,0,37,7551.0,738.8888888888889,0.09785311732073751,1,Compliant
LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,0.0,Semiurban,0,622,1,0,63,4931.0,355.55555555555554,0.07210617634466752,1,Compliant
LP001844,Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,0,710,1,1,25,16250.0,533.3333333333334,0.03282051282051282,0,Compliant
LP001790,Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,1,525,1,1,41,3812.0,311.1111111111111,0.08161361781508686,1,Compliant
LP002847,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,0,351,0,0,50,6567.0,458.3333333333333,0.06979341150195421,0,Compliant
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,1,804,1,0,34,6500.0,72.22222222222223,0.011111111111111112,1,Compliant
LP002130,Male,Yes,,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,0,325,0,1,53,6753.0,422.22222222222223,0.06252365203942281,0,Compliant
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,,360.0,1.0,Urban,0,579,0,1,28,4550.0,0.0,0.0,1,Compliant
LP001198,Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,1,383,0,0,27,10330.0,500.0,0.0484027105517909,1,Compliant
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,1,541,1,0,32,2213.0,183.33333333333334,0.08284380177737612,1,Compliant
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,1,663,0,0,31,5704.0,333.3333333333333,0.058438522674146794,1,Compliant
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1,535,1,0,28,1963.0,147.22222222222223,0.07499858493235977,1,Compliant
LP001006,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,1,758,0,0,40,4941.0,333.3333333333333,0.067462726843419,1,Compliant
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,1,581,1,0,29,3652.0,263.8888888888889,0.07225873189728613,1,Compliant
LP001319,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,1,475,1,0,19,5093.0,225.0,0.04417828391910465,1,Compliant
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1,730,1,1,41,5780.0,533.3333333333334,0.0922722029988466,1,Compliant
LP001528,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,0,381,0,1,61,6277.0,327.77777777777777,0.05221885897367815,0,Compliant
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1,520,1,1,60,14880.0,266.6666666666667,0.01792114695340502,1,Compliant
LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,1,689,0,0,52,3981.0,261.1111111111111,0.06558932708141449,1,Compliant
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1,676,0,1,41,6966.0,336.1111111111111,0.048250231282100355,1,Compliant
LP001432,Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,1,630,1,1,24,2957.0,225.0,0.07609063239770038,1,Compliant
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1,499,0,0,64,7926.0,675.0,0.08516275548826646,1,Compliant
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,1,574,1,0,43,7100.0,2083.3333333333335,0.2934272300469484,1,Compliant
LP001003,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,0,518,1,0,28,6091.0,355.55555555555554,0.05837392145059195,1,Compliant
LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,1,846,1,1,42,4545.0,288.8888888888889,0.06356191174673023,1,Compliant
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1,802,1,1,60,5780.0,533.3333333333334,0.0922722029988466,1,Compliant
LP002697,Male,No,0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban,0,347,1,1,24,6767.0,0.0,0.0,1,Compliant
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,1,307,1,1,61,2717.0,333.3333333333333,0.12268433321064899,1,Compliant
LP002054,Male,Yes,2,Not Graduate,No,3601,1590.0,,360.0,1.0,Rural,1,799,1,1,19,5191.0,0.0,0.0,1,Compliant
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,1,409,1,0,19,3652.0,263.8888888888889,0.07225873189728613,1,Compliant
LP002024,,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,0,678,0,0,18,4316.0,441.6666666666667,0.10233240654927403,0,Flag: Young Adult Rejected w/ Good Credit
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,1,766,1,1,36,11146.0,377.77777777777777,0.033893574177083954,1,Compliant
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1,342,1,0,24,4328.0,235.41666666666666,0.05439386937769562,1,Compliant
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1,532,0,0,30,3833.0,305.55555555555554,0.07971707684726208,1,Compliant
LP001504,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,1,355,0,0,63,6950.0,972.2222222222222,0.13988808952837728,1,Compliant
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,0,629,1,0,57,5558.0,558.3333333333334,0.10045579944824277,0,Compliant
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,0,450,1,0,41,5558.0,558.3333333333334,0.10045579944824277,0,Compliant
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1,398,1,1,39,10489.0,577.7777777777778,0.05508416224404403,1,Compliant
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,1,674,1,1,58,5391.0,361.1111111111111,0.06698406809703415,1,Compliant
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,0,849,1,0,41,5500.0,291.6666666666667,0.05303030303030303,0,Compliant
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1,321,1,0,31,6783.0,361.1111111111111,0.05323766933674054,1,Compliant
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,0,623,0,1,52,2755.0,216.66666666666666,0.07864488808227466,1,Compliant
LP001917,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,1,837,1,1,21,3477.0,150.0,0.04314063848144953,1,Compliant
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,1,531,0,0,28,4269.0,372.22222222222223,0.08719190026287707,1,Compliant
LP001643,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,0.0,Rural,1,792,1,0,50,4521.0,161.11111111111111,0.03563616702302834,1,Compliant
LP001497,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,0,821,0,1,34,7125.0,513.8888888888889,0.07212475633528266,1,Compliant
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1,831,1,0,57,5829.0,383.3333333333333,0.06576313833133185,1,Compliant
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,353,1,1,29,4723.0,225.0,0.047639212365022235,1,Compliant
LP001264,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,0.0,Semiurban,1,676,0,0,58,5499.0,361.1111111111111,0.06566850538481744,1,Compliant
LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,0,754,1,0,35,3069.0,147.91666666666666,0.048197024003475614,1,Compliant
LP001003,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,0,355,1,1,29,6091.0,355.55555555555554,0.05837392145059195,1,Compliant
LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,1,835,0,1,31,3572.0,277.77777777777777,0.07776533532412591,1,Compliant
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0,426,0,0,32,2889.0,250.0,0.08653513326410522,0,Compliant
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1,479,0,0,42,6700.0,411.1111111111111,0.06135986733001658,1,Compliant
LP001289,Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,1,385,1,1,18,8566.0,583.3333333333334,0.0680986847225465,1,Compliant
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1,810,0,1,37,8069.0,694.4444444444445,0.08606325993858525,1,Compliant
LP001116,Male,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,1,399,0,1,64,5416.0,305.55555555555554,0.056417200065649105,1,Compliant
LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,1,751,0,0,56,9862.0,486.1111111111111,0.049291331485612565,1,Compliant
LP002723,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,0,398,1,1,49,3588.0,305.55555555555554,0.08516041124736777,0,Compliant
LP002386,Male,No,0,Graduate,,12876,0.0,405.0,360.0,1.0,Semiurban,1,766,0,0,20,12876.0,1125.0,0.08737185461323392,1,Compliant
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,626,1,0,30,4723.0,225.0,0.047639212365022235,1,Compliant
LP002683,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,0,615,0,0,46,6598.0,513.8888888888889,0.07788555454514837,1,Compliant
LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,1,775,1,0,58,9862.0,486.1111111111111,0.049291331485612565,1,Compliant
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,0,847,1,0,42,13649.0,1044.4444444444443,0.07652168250014245,0,Compliant
LP001776,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,1,497,1,1,20,8333.0,777.7777777777778,0.09333706681600598,1,Compliant
LP001205,Male,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,1,819,0,1,43,6296.0,333.3333333333333,0.05294366793731469,1,Compliant
LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,0,414,0,0,54,4680.0,355.55555555555554,0.07597340930674264,0,Compliant
LP001606,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,1,838,1,0,34,5461.0,322.22222222222223,0.05900425237542982,1,Compliant
LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,0,417,0,0,64,9166.0,677.7777777777778,0.07394477174097511,1,Compliant
LP001326,Male,No,0,Graduate,,6782,0.0,,360.0,0.0,Urban,0,631,1,0,64,6782.0,0.0,0.0,1,Compliant
LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,1,352,1,0,50,9703.0,311.1111111111111,0.032063393910245395,1,Compliant
LP001497,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,0,427,1,1,54,7125.0,513.8888888888889,0.07212475633528266,1,Compliant
LP001027,Male,Yes,2,Graduate,,2500,1840.0,109.0,360.0,1.0,Urban,1,755,0,0,50,4340.0,302.77777777777777,0.06976446492575525,1,Compliant
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,0.0,Semiurban,1,318,0,1,60,3680.0,283.3333333333333,0.0769927536231884,1,Compliant
LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,0,608,1,0,60,6058.0,916.6666666666666,0.1513150654781556,0,Compliant
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0,840,0,1,19,6096.0,605.5555555555555,0.09933654126567512,0,Compliant
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,1,635,1,1,45,5686.0,430.55555555555554,0.07572204635166295,1,Compliant
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0,747,1,0,57,7383.0,519.4444444444445,0.07035682574081599,1,Compliant
LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,1,469,0,1,40,5772.0,358.3333333333333,0.062081312081312075,1,Compliant
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0,569,1,0,26,5297.0,377.77777777777777,0.07131919535166656,0,Compliant
LP001255,Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,0,783,1,0,40,3750.0,235.41666666666666,0.06277777777777778,1,Compliant
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,0,768,1,0,59,8796.0,388.8888888888889,0.04421201556262948,1,Compliant
LP001656,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,0,679,1,1,34,12000.0,455.55555555555554,0.03796296296296296,1,Compliant
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1,380,1,1,38,7159.0,788.8888888888889,0.11019540283403952,1,Compliant
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,1,338,0,0,20,4394.0,363.8888888888889,0.08281494967885501,1,Compliant
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1,425,1,1,40,10833.0,650.0,0.06000184621065264,1,Compliant
LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,1,429,0,1,64,6277.0,372.22222222222223,0.05929938222434638,1,Compliant
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,1,370,0,0,62,6417.0,872.2222222222222,0.1359236749606081,1,Compliant
LP001581,Male,Yes,0,Not Graduate,,1820,1769.0,95.0,360.0,1.0,Rural,1,742,0,1,60,3589.0,263.8888888888889,0.07352713538280549,1,Compliant
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1,657,0,1,51,7926.0,675.0,0.08516275548826646,1,Compliant
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1,616,0,0,37,1963.0,147.22222222222223,0.07499858493235977,1,Compliant
LP001716,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,1,537,0,1,55,6194.0,380.55555555555554,0.06143938578552721,1,Compliant
LP001349,Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,1,681,0,1,18,8649.0,419.44444444444446,0.048496293726956234,1,Compliant
LP001225,Male,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,0,417,1,1,20,10321.0,716.6666666666666,0.06943771598359331,1,Compliant
LP001770,Male,No,0,Not Graduate,No,3189,2598.0,120.0,,1.0,Rural,1,803,0,1,19,5787.0,352.77777777777777,0.060960390146496936,1,Compliant
LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,1,515,0,1,32,4895.0,283.3333333333333,0.057882192713653385,1,Compliant
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,1,689,1,1,63,3286.7999878,433.3333333333333,0.1318404937756442,1,Compliant
LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,,1.0,Urban,1,353,1,1,43,4272.0,352.77777777777777,0.08257906783187682,1,Compliant
LP001669,Female,No,0,Not Graduate,No,1907,2365.0,120.0,,1.0,Urban,1,369,1,0,48,4272.0,352.77777777777777,0.08257906783187682,1,Compliant
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,1,317,0,1,21,3244.0,222.22222222222223,0.06850253459377997,1,Compliant
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1,604,0,1,29,15000.0,833.3333333333334,0.05555555555555556,1,Compliant
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1,652,1,1,59,2895.0,263.8888888888889,0.09115332949529842,1,Compliant
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1,467,0,0,40,6700.0,411.1111111111111,0.06135986733001658,1,Compliant
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1,732,0,1,59,4691.0,277.77777777777777,0.059215045358724745,1,Compliant
LP001674,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,1,340,0,1,45,5100.0,250.0,0.049019607843137254,1,Compliant
LP001949,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,1,334,0,0,59,5666.0,305.55555555555554,0.05392791308781425,1,Compliant
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1,832,1,1,52,7977.0,477.77777777777777,0.05989441867591548,1,Compliant
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1,614,1,0,21,4350.0,427.77777777777777,0.0983397190293742,1,Compliant
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0,429,1,0,51,6500.0,291.6666666666667,0.04487179487179487,0,Compliant
LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,1,571,0,1,25,3723.0,266.6666666666667,0.07162682424568001,1,Compliant
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1,487,0,0,60,7740.0,711.1111111111111,0.0918748205569911,1,Compliant
LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,1,427,0,1,18,3917.0,344.44444444444446,0.08793577851530367,1,Compliant
LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,1,334,1,1,23,3572.0,277.77777777777777,0.07776533532412591,1,Compliant
LP001892,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,1,411,1,0,21,4690.0,350.0,0.07462686567164178,1,Compliant
LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,1,845,0,0,56,6277.0,372.22222222222223,0.05929938222434638,1,Compliant
LP001405,Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,0.0,Urban,1,614,1,0,25,3612.0,236.11111111111111,0.06536852467085025,1,Compliant
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,0,759,1,0,20,5230.0,288.8888888888889,0.05523688124070534,0,Compliant
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,0,346,1,1,38,10699.0,580.5555555555555,0.0542625998276059,0,Compliant
LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,0,819,0,1,37,3522.0,450.0,0.12776831345826234,0,Compliant
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1,465,0,0,33,6540.0,569.4444444444445,0.08707101597009854,1,Compliant
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1,426,1,1,33,7083.0,361.1111111111111,0.05098279134704378,1,Compliant
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1,486,1,1,38,4666.0,375.0,0.0803686240891556,1,Compliant
LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,1,828,1,1,46,6816.0,244.44444444444446,0.035863328116849245,1,Compliant
LP001788,Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,0.0,Urban,1,353,0,1,44,3463.0,338.8888888888889,0.09785991593672795,1,Compliant
LP002776,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0,684,0,0,26,5000.0,286.1111111111111,0.057222222222222216,0,Compliant
LP001144,Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,1,401,0,1,63,5821.0,400.0,0.0687167153410067,1,Compliant
LP001546,Male,No,0,Graduate,,2980,2083.0,120.0,360.0,1.0,Rural,1,448,1,1,35,5063.0,333.3333333333333,0.06583711896767397,1,Compliant
LP001119,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,0,713,1,0,27,3600.0,222.22222222222223,0.0617283950617284,1,Compliant
LP001027,Male,Yes,2,Graduate,,2500,1840.0,109.0,360.0,1.0,Urban,1,785,0,1,50,4340.0,302.77777777777777,0.06976446492575525,1,Compliant
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,1,350,0,0,48,7100.0,2083.3333333333335,0.2934272300469484,1,Compliant
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,0,503,0,0,27,3453.0,183.33333333333334,0.05309392798532677,1,Compliant
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,1,477,1,0,60,11146.0,377.77777777777777,0.033893574177083954,1,Compliant
LP001243,Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,1,487,1,0,18,6274.0,477.77777777777777,0.07615202068501399,1,Compliant
LP001256,Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,0,763,0,0,37,8500.0,488.8888888888889,0.05751633986928105,1,Compliant
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,1,592,0,1,58,8666.0,2583.3333333333335,0.2980998538349104,1,Compliant
LP001883,Female,No,0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,0,502,0,0,39,3418.0,375.0,0.10971328262141604,0,Flag: Female Rejected w/ Good Credit
LP001732,Male,Yes,2,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,0,821,1,0,38,5000.0,200.0,0.04,0,Compliant
LP001508,Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,1,608,0,0,59,11757.0,1038.888888888889,0.08836343360456655,1,Compliant
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1,440,0,1,26,14880.0,266.6666666666667,0.01792114695340502,1,Compliant
LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,1,316,1,1,30,3946.0,366.6666666666667,0.09292110153742186,1,Compliant
LP001006,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,1,368,1,0,41,4941.0,333.3333333333333,0.067462726843419,1,Compliant
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,0.0,Urban,1,314,0,0,51,7482.0,9250.0,1.2363004544239509,1,Flag: Approved w/ Poor Credit & High EMI
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,1,587,1,1,46,6894.0,416.6666666666667,0.06043902910743642,1,Compliant
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1,375,0,1,36,4666.0,375.0,0.0803686240891556,1,Compliant
